order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_unique_id,customer_state,customer_city,product_category_name_english,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,payment_value,payment_installments,payment_type,review_score,revenue,total_cost,delivery_days,estimated_days,is_late,days_early_late,purchase_year,purchase_month,purchase_month_name,purchase_quarter,purchase_day_of_week,purchase_year_month,month_order,day_of_week_name,day_of_week_order
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,2018-03-15 08:52:40,2018-03-15 09:09:31,2018-03-15 19:52:48,2018-03-19 18:08:32,2018-03-29,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,2018-03-23 09:09:31,79.99,8.91,68954feaafe4dd638f3bd3e2afa174ec,SP,sao paulo,health_beauty,250.0,22.0,10.0,18.0,9015,santo andre,SP,88.9,4.0,credit_card,5.0,79.99,88.89999999999999,4.0,13,0,9.0,2018,3,Mar,1,3,2018-03,3,Thursday,3
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03 20:37:35,2018-02-03 20:50:22,2018-02-05 22:37:28,2018-02-08 16:13:46,2018-02-21,1,6893767814d1ac82a81bcd365e1cc918,8b321bb669392f5163d04c59e235e066,2018-02-08 20:50:22,9.5,7.78,b8df986511d928829c3192c2ed081eba,SP,sao paulo,electronics,200.0,25.0,7.0,16.0,1212,sao paulo,SP,17.28,1.0,credit_card,3.0,9.5,17.28,4.0,17,0,13.0,2018,2,Feb,1,5,2018-02,2,Saturday,5
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,2018-01-08 07:55:29,2018-01-08 08:07:31,2018-01-24 23:16:37,2018-01-26 17:32:38,2018-02-21,1,bb7181410b4e02f93f3697f765db53c7,855668e0971d4dfd7bef1b6a4133b41b,2018-01-26 08:07:31,129.99,57.58,451e48381edab7f1f6dbfa6d728616ff,SC,blumenau,baby,14950.0,77.0,20.0,53.0,13257,itatiba,SP,187.57,3.0,credit_card,4.0,129.99,187.57,18.0,43,0,25.0,2018,1,Jan,1,0,2018-01,1,Monday,0
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,2018-08-09 11:44:40,2018-08-10 03:24:51,2018-08-10 12:29:00,2018-08-13 18:24:27,2018-08-17,1,e99d69efe684efaa643f99805f7c81bc,55c26bcb609f480eb7868594245febb5,2018-08-14 03:24:51,89.9,14.21,9c9242ad7f1b52d926ea76778e1c0c57,SP,sorocaba,stationery,600.0,33.0,13.0,25.0,14910,tabatinga,SP,104.11,1.0,boleto,5.0,89.9,104.11,4.0,7,0,3.0,2018,8,Aug,3,3,2018-08,8,Thursday,3
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12,1,7b717060aa783eb7f23a747a3a733dd7,c0563dd588b775f2e37747ef6ad6c92c,2018-02-28 02:30:44,109.9,15.53,a25d5f94840d3c6a1a49f271ed83f4ec,RJ,rio de janeiro,cool_stuff,500.0,16.0,12.0,22.0,9220,santo andre,SP,125.43,1.0,boleto,2.0,109.9,125.43,28.0,19,1,-9.0,2018,2,Feb,1,1,2018-02,2,Tuesday,1
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,1,d70f38e7f79c630f8ea00c993897042c,977f9f63dd360c2a32ece2f93ad6d306,2018-06-13 00:35:10,90.9,48.64,576ea0cab426cd8a00fad9a9c90a4494,BA,salvador,baby,10950.0,41.0,40.0,40.0,14910,tabatinga,SP,227.68,10.0,credit_card,1.0,90.9,139.54000000000002,12.0,43,0,31.0,2018,6,Jun,2,0,2018-06,6,Monday,0
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,2,9451e630d725c4bb7a5a206b48b99486,d673a59aac7a70d8b01e6902bf090a11,2018-06-13 00:35:10,39.5,48.64,576ea0cab426cd8a00fad9a9c90a4494,BA,salvador,baby,350.0,31.0,10.0,12.0,14940,ibitinga,SP,227.68,10.0,credit_card,1.0,39.5,88.14,12.0,43,0,31.0,2018,6,Jun,2,0,2018-06,6,Monday,0
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,2018-03-12 01:50:26,2018-03-12 03:28:34,2018-03-12 21:06:37,2018-03-21 14:41:50,2018-03-28,1,00baba5b58e274d0332a0c8a0a66f877,d3f39f05462b79a4562d35893a28f159,2018-03-16 02:30:56,47.9,12.79,f4a7ef6bd931f83d75d83b71c94e90df,SP,sao carlos,perfumery,200.0,18.0,7.0,12.0,13730,mococa,SP,60.69,2.0,credit_card,5.0,47.9,60.69,9.0,15,0,6.0,2018,3,Mar,1,0,2018-03,3,Monday,0
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,2018-05-02 11:45:38,2018-05-03 12:55:01,2018-05-10 16:16:00,2018-05-16 20:56:24,2018-05-23,1,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,2018-05-09 12:55:01,178.99,13.69,bd13608b9c6033892ce62269b50a0afc,SP,santo andre,watches_gifts,292.0,17.0,8.0,12.0,14050,ribeirao preto,SP,192.68,8.0,credit_card,4.0,178.99,192.68,14.0,20,0,6.0,2018,5,May,2,2,2018-05,5,Wednesday,2
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25 13:50:30,2018-02-25 14:47:35,2018-02-26 22:28:50,2018-03-27 23:29:14,2018-04-13,1,c0db539123a403f670c50237d970b215,f7720c4fa8e3aba4546301ab80ea1f1b,2018-03-01 14:28:03,30.1,33.24,1428917cd397d4f9ac0fde76dd6f2266,RR,boa vista,garden_tools,850.0,20.0,20.0,20.0,81350,curitiba,PR,63.34,3.0,credit_card,4.0,30.1,63.34,30.0,46,0,16.0,2018,2,Feb,1,6,2018-02,2,Sunday,6
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,2017-08-10 11:58:33,2017-08-12 02:45:24,2017-08-17 15:35:07,2017-08-18 14:28:02,2017-08-23,1,cafd558df4c3c9d1c338ba6930ea9a62,5dceca129747e92ff8ef7a997dc4f8ca,2017-08-17 02:45:24,279.0,34.19,1974875b4a1d2e2ee6d586e3ba4d7602,SP,sao paulo,baby,16450.0,44.0,70.0,32.0,13450,santa barbara d´oeste,SP,313.19,1.0,boleto,2.0,279.0,313.19,8.0,12,0,4.0,2017,8,Aug,3,3,2017-08,8,Thursday,3
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,2018-04-16 21:15:39,2018-04-16 22:10:26,2018-04-18 13:05:09,2018-05-05 12:28:34,2018-05-15,1,2d8f2be4f08788ee3bf5356af2b2ee6c,d91fb3b7d041e83b64a00a3edfb37e4f,2018-04-22 22:10:26,186.9,38.0,a6fefcd9f434474cf6fcd8ed1102fd63,PE,palmares,air_conditioning,100.0,27.0,13.0,17.0,11704,praia grande,SP,224.9,4.0,credit_card,1.0,186.9,224.9,18.0,28,0,10.0,2018,4,Apr,2,0,2018-04,4,Monday,0
989225ba6d0ebd5873335f7e01de2ae7,816f8653d5361cbf94e58c33f2502a5c,delivered,2017-12-12 13:56:04,2017-12-14 13:54:13,2017-12-16 00:18:57,2018-01-03 18:03:36,2018-01-08,1,6b64362e89896be7589621df54be089e,77530e9772f57a62c906e1c21538ab82,2017-12-20 13:54:13,49.0,14.1,37363700139c1aef873bbcd916e57dfd,SP,sao paulo,furniture_decor,3000.0,69.0,11.0,11.0,80310,curitiba,PR,63.1,1.0,credit_card,4.0,49.0,63.1,22.0,26,0,4.0,2017,12,Dec,4,1,2017-12,12,Tuesday,1
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03 12:38:58,2018-02-03 12:50:30,2018-02-05 21:26:53,2018-02-22 00:07:55,2018-03-07,1,39a9942865c056ed2006a5e8c11d9537,ba5daa4041e1f15cdf34b76e3e18a450,2018-02-08 12:50:30,84.9,15.35,a2649503b92028291f011a976619b322,RJ,mesquita,toys,800.0,37.0,14.0,37.0,4363,sao paulo,SP,100.25,1.0,credit_card,5.0,84.9,100.25,18.0,31,0,13.0,2018,2,Feb,1,5,2018-02,2,Saturday,5
b276e4f8c0fb86bd82fce576f21713e0,cf8ffeddf027932e51e4eae73b384059,delivered,2018-07-29 23:34:51,2018-07-29 23:45:15,2018-07-30 14:43:00,2018-07-31 22:48:50,2018-08-06,1,c6c1f263e076bd9c1f1640250a5d0c29,fe2032dab1a61af8794248c8196565c9,2018-08-02 23:45:15,179.0,9.41,6cbe8a392b76916e84c2faf69d0d0da0,SP,santa barbara d'oeste,perfumery,425.0,24.0,12.0,16.0,13030,campinas,SP,188.41,2.0,credit_card,5.0,179.0,188.41,1.0,7,0,6.0,2018,7,Jul,3,6,2018-07,7,Sunday,6
8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17 15:59:46,2018-02-17 16:15:34,2018-02-20 23:03:56,2018-03-20 00:59:25,2018-03-20,1,bff2010b28e8fbcff5a9db9d3fea5ac4,955fee9216a65b617aa5c0531780ce60,2018-02-22 15:15:34,78.0,28.95,92fd8aa5948e20c43a014c44c025c5e1,TO,alvorada,garden_tools,850.0,90.0,20.0,20.0,4782,sao paulo,SP,106.95,4.0,credit_card,5.0,78.0,106.95,30.0,30,1,0.0,2018,2,Feb,1,5,2018-02,2,Saturday,5
60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,2018-02-21 18:15:12,2018-02-23 02:10:52,2018-02-27 18:52:09,2018-03-13 23:58:43,2018-03-29,1,9b37a918bcf2c8e1064e867cf1df4637,f27e33c6d29b5138fa9967bcd445b6d5,2018-03-01 02:10:52,39.9,26.89,661a5e18a28b34880ccc60112f2b8e8e,CE,ibiapina,electronics,1207.0,20.0,10.0,20.0,4273,sao paulo,SP,66.79,1.0,boleto,4.0,39.9,66.78999999999999,20.0,35,0,15.0,2018,2,Feb,1,2,2018-02,2,Wednesday,2
5acce57f8d9dfd55fa48e212a641a69d,295ae9b35379e077273387ff64354b6f,delivered,2017-07-31 21:37:10,2017-08-02 02:56:02,2017-08-03 18:32:48,2017-08-08 21:24:41,2017-08-22,1,0cd9f302c8a5b076ffa5c3567c6705fd,85d9eb9ddc5d00ca9336a2219c97bb13,2017-08-08 02:56:02,27.9,15.1,f1f4f45c8602d0db1329eed1c8e935d4,SP,quata,computers_accessories,200.0,36.0,2.0,28.0,31255,belo horizonte,MG,43.0,1.0,boleto,5.0,27.9,43.0,7.0,21,0,14.0,2017,7,Jul,3,0,2017-07,7,Monday,0
434d158e96bdd6972ad6e6d73ddcfd22,2a1dfb647f32f4390e7b857c67458536,delivered,2018-06-01 12:23:13,2018-06-05 03:35:15,2018-06-08 11:49:00,2018-06-18 21:32:52,2018-07-17,1,c7df652246ed7b3300aaf46960c141e4,a5cba26a62b8b4d0145b68b841e62e7f,2018-06-13 03:35:15,445.0,63.17,5f7d7732b351ce851a158528581af05f,PE,jaboatao dos guararapes,health_beauty,683.0,29.0,15.0,22.0,87303,campo mourao,PR,508.17,1.0,boleto,5.0,445.0,508.17,17.0,45,0,28.0,2018,6,Jun,2,4,2018-06,6,Friday,4
7206b86ea789983f7a273ea7fa0bc2a8,3391c4bc11a817e7973e498b0b023158,delivered,2018-03-26 17:12:18,2018-03-26 17:28:27,2018-03-28 17:22:53,2018-04-05 22:11:18,2018-04-12,1,9a469eaf45dfbc43d39ba1977a3c07af,d2374cbcbb3ca4ab1086534108cc3ab7,2018-03-30 17:27:57,36.9,12.79,1b542f810484d8c042aed33a7c61a218,SP,sao paulo,bed_bath_table,700.0,40.0,4.0,30.0,14940,ibitinga,SP,49.69,4.0,credit_card,3.0,36.9,49.69,10.0,16,0,6.0,2018,3,Mar,1,0,2018-03,3,Monday,0
1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,2017-05-19 18:53:40,2017-05-19 19:05:17,2017-05-22 10:16:07,2017-05-31 13:58:46,2017-06-12,1,8c591ab0ca519558779df02023177f44,a1043bafd471dff536d0c462352beb48,2017-05-25 19:05:17,119.99,34.2,c796780c7daeab9e94cc052b1f103b21,RJ,paracambi,garden_tools,6050.0,20.0,20.0,20.0,37175,ilicinea,MG,154.19,4.0,credit_card,5.0,119.99,154.19,11.0,23,0,12.0,2017,5,May,2,4,2017-05,5,Friday,4
6ea2f835b4556291ffdc53fa0b3b95e8,c7340080e394356141681bd4c9b8fe31,delivered,2017-11-24 21:27:48,2017-11-25 00:21:09,2017-12-13 21:14:05,2017-12-28 18:59:23,2017-12-21,1,be021417a6acb56b9b50d3fd2714baa8,f5f46307a4d15880ca14fab4ad9dfc9b,2017-11-30 00:21:09,339.0,17.12,3e4fd73f1e86b135b9b121d6abbe9597,SP,presidente venceslau,housewares,14300.0,38.0,34.0,34.0,89165,rio do sul,SC,356.12,10.0,credit_card,1.0,339.0,356.12,33.0,26,1,-7.0,2017,11,Nov,4,4,2017-11,11,Friday,4
948097deef559c742e7ce321e5e58919,8644be24d48806bc3a88fd59fb47ceb1,delivered,2017-08-04 17:10:39,2017-08-04 17:25:11,2017-08-07 17:52:01,2017-08-12 14:08:40,2017-09-01,1,cd935d283d47f1050c505e1c39c48b67,a3a38f4affed601eb87a97788c949667,2017-08-10 17:25:11,69.9,25.77,4ca5f90433afb5493247f0bafb583483,DF,brasilia,sports_leisure,281.0,30.0,14.0,25.0,89204,joinville,SC,95.67,9.0,credit_card,5.0,69.9,95.67,7.0,27,0,20.0,2017,8,Aug,3,4,2017-08,8,Friday,4
